,text,classification
792,"Monitor proofing or soft-proofing is a step in the prepress printing process. It uses specialized computer software and hardware to check the accuracy of text and images used for printed products. Monitor proofing differs from conventional forms of “hard-copy” or ink-on-paper color proofing in its use of a calibrated display(s) as the output device. Monitor proofing systems rely on calibration, profiling and color management to produce an accurate representation of how images will look when printed. 
While a “soft-proof” function has existed in desktop publishing applications for some time, commercial monitor proofing extends this capability to multiple users and multiple locations by specifying the hardware to be used, and by enforcing one set of calibration procedures and color management policies for all users of the system. This ensures that all viewers are calibrated to a known set of conditions, and given hardware of equal capabilities will therefore be viewing the same color on screen.",0
181,"The Gender Park, established in 2013, is an initiative of the Government of Kerala to work towards gender equality and empowerment in the state. It is headquartered in the state’s capital, Thiruvananthapuram. Its main 24-acre campus is set at Silver Hills, Kozhikode (Calicut). With a key focus on gender justice, it is a platform for policy analysis, research, advocacy, capacity development, economic and social initiative. It found standing under the Department of Social Justice and is the first space of its kind in the world. Currently working under the Department of Women and Child Development, it aims to become a premier convergence point for gender-related activities. Recently, UN Women and The Gender Park have entered into an equal partnership to develop the Park as a South Asian hub for gender equality. The founding CEO of The Gender Park is Dr PTM Mohammed Sunish. In 2021, T. V. Anupama IAS had additional charge as the CEO of the organization, along with her position as the Director of Women and Child Development. In September 2021, Adeela Abdulla IAS has been appointed as the CEO of The Gender Park, in addition to her new role as the Director of Women and Child Development.",0
264,"Mark Gregor Strang Donaldson,  (born 2 April 1979) is an Australian soldier and a recipient of the Victoria Cross for Australia, the highest award in the Australian honours system. Then Trooper Donaldson was a member of the Special Air Service Regiment (SASR) when he exposed himself to enemy fire to protect injured troops and then rescued an interpreter under heavy enemy fire in the Battle of Khaz Oruzgan during Operation Slipper, the Australian contribution to the War in Afghanistan. He was presented with the decoration by the Governor-General of Australia, Quentin Bryce, in a ceremony in Canberra on 16 January 2009. On 25 January 2010, Donaldson was named the 2010 Young Australian of the Year. He was promoted to corporal in June 2010. Early life
Donaldson was born on 2 April 1979 in Waratah, New South Wales, the younger son of Greg, a Vietnam War veteran, and Bernadette Donaldson. He grew up in the small northern New South Wales township of Dorrigo, attending Dorrigo High School, a small state public school, until 1996. In 1995 his father died suddenly of a heart attack and Mark and his brother became wards of Legacy, one of their legatees being a former member of the same Army unit their father had served in.",0
1930," leisure and utility vehicles. The company was founded in the early 1980s by two brothers who were passionate about cars: John and Peter. They started with small-scale production using their own hands to build each vehicle from scratch. Over time, they expanded into larger facilities and hired more workers to increase capacity for future projects.
    Solana's vehicles are known for being reliable, durable, and affordable. The company has a reputation of producing high quality products that meet the needs of customers in various industries such as agriculture, construction, transportation, and military services. They have also expanded their product line to include off-roaders, ATVs, and other specialized models catering to specific customer requirements.
    Solana's vehicles are available for purchase through authorized dealerships across Canada, the United States, Europe, Asia, Africa, Australia, South America, Central America, Mexico, and many more countries worldwide. They offer a wide range of options in terms of engine size",1
1528," competing in the Formula Drift championship. He was born on January 12th, 1994, and began his racing career at an early age by participating in karting competitions. In 2007, he made his debut as a professional drift racer with Team Redline Racing, where he competed for two seasons before joining Team B-Max in 2008.
    Daigo has been competing in the Formula Drift championship since 2010 and is known for his technical skills on the track. He was awarded Rookie of the Year honors three times during his career (2010, 2011, 2012) and won the championship title twice (2012, 2013). In addition to drifting, he also competes in other racing disciplines such as circuit racing and rallycross.
    Daigo is known for his aggressive driving style on the track, often pushing beyond what many drivers would consider safe limits. He has been involved in several high-profile incidents during his career, including a crash at the 2012 Formula Drift championship that left him",1
1753," located in the state of Vermont. It was founded by Colonel John Mason and named after his wife, Elizabeth ""Rye"" Mason. The population as of 2010 was approximately 5,000 people. In addition to its natural beauty, Rye has several historic landmarks such as the Old Stone House Museum and the Stowe-Mason Library.
    
The town is known for its picturesque countryside setting with rolling hills covered in lush green grasses and wildflowers. The area also offers a variety of outdoor activities including hiking trails, fishing ponds, and horseback riding opportunities. Rye has several parks such as the Greenfield Park and the Old Stone House State Historic Site that offer visitors scenic views of the town's natural beauty.
    
The economy in Rye is primarily driven by agriculture with dairy farms being a major industry in the area. The town also offers retail services, including shops selling locally made crafts such as pottery and hand-painted glassware. Additionally",1
353,"Thomas K. (Tom) Ascol is an evangelical Christian pastor, author, and President of Founders Ministries. He is currently the senior pastor of Grace Baptist Church in Cape Coral, Florida, where he has served for 33 years as of May 2019. Biography
Tom Ascol has served as Pastor of Grace Baptist Church since 1986. Prior to moving to Florida, he served as pastor and associate pastor of churches in Texas. He has a B.S. degree in sociology from Texas A&M University (1979) and has also earned the M.Div and Ph.D degrees from Southwestern Baptist Theological Seminary in Ft. Worth, Texas. His major field of study was Baptist Theology. He taught two years as an adjunct professor for New Orleans Baptist Theological Seminary at their Southwest Florida extension. He has also served as adjunct professor of theology for Reformed Theological Seminary  and is a Visiting Professor for their Nicole Institute of Baptist Studies. He teaches adjunctively for the Midwest Center for Theological Studies and Southeastern Baptist Theological Seminary through their Equip Center.",0
471,"K.S.K. Ronse is a Belgian football club from Ronse in East Flanders born in 1987 from the fusion between Assa Ronse and R.F.C. Renaisien. History 
A.S. Renaisienne was founded in 1906 and received later the matricule n° 38.  The club first reached second division in 1923 but returned to third division in 1926 as only the best 7 from each league (A and B) were qualified to play the united second division on the next season. After two seasons at the third level, A.S. Renaisienne was back to second division for just one year (as they finished last). In 1931, the other club from the town (that was then named Club Renaisien with matricule n° 46) promoted to second division joined in 1937 by A.S., both clubs remaining there until the competition was stopped due to World War II. After the war, the two clubs declined, Club (now named R.F.C. Renaisien) making a short one-season appearance in second division (1958–59). In 1987 the fusion became inevitable. The new club kept the matricule n° 38. After a few years of struggling in lower divisions they made it back to the second in 2001. After a short intermezzo in third (2007/2008) they again got back into the second division for two more years. Since then however the club declined again. They are currently playing in the second amateur division.",0
1311," American rapper Lil Wayne, released in 2008. The track features guest appearances from rappers Birdman and Young Jeezy as well as singer T-Pain. It was produced by Polow da Don and contains samples of the songs ""I Can't Go for That (No More)"", ""The Way You Move"" by Michael Jackson, and ""Don't Stop 'Til You Get Enough"". The song received positive reviews from music critics who praised its production as well as Lil Wayne's flow. It also became a hit on the Billboard Hot 100 chart peaking at number one for three weeks in 2008.",1
1044," 1887 – 27 January 1963) was a New Zealand politician and member of the National Party. He served as Minister for Agriculture in 1935–1936, but resigned after being accused of accepting bribes from farmers during his time at Te Arawa College.
Betteersby's political career began when he entered parliament in 1925 representing the electorate of Thames-Coromandel. In 1928, he was appointed to Cabinet by Prime Minister William Massey as a member of the Executive Council and later became Minister for Agriculture from 1935 until his resignation in 1936 due to bribery allegations against him.
Betteersby's political career continued after leaving parliament when he served on various boards including the New Zealand National Party executive, the Auckland Provincial Authority, and the Waitemata Local Board. He was also a member of the Royal Commission for Historical Research from 1946 until his death in 1963.",1
1723," is a Hindu religious text that describes the five stages of life in which one must undergo purification. The first stage, called ""Samskara,"" involves self-discipline and control over desires to achieve spiritual growth.
The second stage, known as ""Pancha Samskaras"" or Five Purifications, is a series of practices that help the individual overcome their physical body's tendencies towards impurities such as anger, greed, attachment, ignorance, and egoism. These purification rituals are performed daily to cleanse one's mind and soul from these negative qualities.
The third stage involves self-discipline in actions like truthfulness, nonviolence, generosity, patience, humility, and detachment. This is followed by the fourth stage of ""Samskara,"" which focuses on controlling physical senses such as sight, hearing, taste, touch, smell, and sense of time to achieve spiritual growth.
The fifth and final stage involves self-discipline",1
723,"Samasrayana or Pancha Samskara (meaning Five Purifications) is a Pañcaratra rite practiced in all forms of Vaishnavism. Samasrayana means 'to approach with all sincerity and truthfulness to Acharya'. During this rite, the acharya initiates a person, irrespective of sex, caste, social status etc., as his or her sishya. It is a commitment from the disciple that he or she will live as per the wishes of the acharya. Thus, the person gets the link to the Vaishnava tradition. Samasrayana consists of the guru bringing the initiate into the srivaishnava flock through five steps: (1) thapaha-embossing the impression of Vishnu's sudarshana discus on the right shoulder of the initiate and of Vishnu's panchajanya conch on the left shoulder of the initiate - using an ember-heated silver seal; (2)pundraha-introducing the twelve locations in the body where Vishnu resides and thus are to be marked with the Vaishnava tilak sign; (3)dasaha tatha namaha-adding the suffix dasan (servant - of Vishnu and Ramanuja) to the initiate's name; (4)mantraha- teaching the Vaishnava mantram; (5) aradhana-initiating the disciple in the proper form of the ritual worship of Vishnu.",0
248,"Dog Man Star is the second album by English alternative rock band Suede, released in October 1994 on Nude Records. The album was recorded in London at Master Rock studios in early 1994, and was produced by Ed Buller. It was the last Suede album to feature guitarist Bernard Butler; growing tensions between him and singer Brett Anderson ended with Butler leaving the band before recording was complete. As a result, some tracks on the album had to be finished with the assistance of session musicians. In contrast to their debut album Suede, which exhibited the influences of David Bowie and the Smiths, Dog Man Star exhibits a more varied aesthetic and draws from a wider range of influences. Although it did not sell on the same scale as its predecessor, it reached number three on the UK Albums Chart and was certified as gold by the BPI in November 1994. Described by Rolling Stone as ""one of the most pretentious albums ever released by a major label,"" the record was released in a different UK musical climate to their hitherto discography. Out-of-step with the mainstream music scene, it featured the band diverting away from the ""Britpop pack"" of bands.",0
641,"In common usage, the mass of an object is often referred to as its weight, though these are in fact different concepts and quantities. In scientific contexts, mass is the amount of ""matter"" in an object (though ""matter"" may be difficult to define), whereas weight is the force exerted on an object by gravity. In other words, an object with a mass of 1.0 kilogram weighs approximately 9.81 newtons on the surface of the Earth, which is its mass multiplied by the gravitational field strength. The object's weight is less on Mars, where gravity is weaker, and more on Saturn, and very small in space when far from any significant source of gravity, but it always has the same mass. Objects on the surface of the Earth have weight, although sometimes the weight is difficult to measure. An example is a small object floating in water, which does not appear to have weight since it is buoyed by the water; but it is found to have its usual weight when it is added to water in a container which is entirely supported by and weighed on a scale. Thus, the ""weightless object"" floating in water actually transfers its weight to the bottom of the container (where the pressure increases). Similarly, a balloon has mass but may appear to have no weight or even negative weight, due to buoyancy in air. However the weight of the balloon and the gas inside it has merely been transferred to a large area of the Earth's surface, making the weight difficult to measure. The weight of a flying airplane is similarly distributed to the ground, but does not disappear. If the airplane is in level flight, the same weight-force is distributed to the surface of the Earth as when the plane was on the runway, but spread over a larger area.",0
468,"Menzies Dickson (c. 1840 – 1891) was a photographer in Hawaii. Life 
He was born in 1840 in Charlestown, Massachusetts. He served in the Union Navy during the American Civil War. In 1867, he came to the Kingdom of Hawaii from Cincinnati and established a photograph studio on Fort Street in Honolulu. He took many portraits, and some photographs of sights and objects. James J. Williams (1853–1926) worked in his studio, buying it out in 1882. Subjects of his portraits included John Adams Cummins, Archibald Scott Cleghorn, Kalakaua, poi dealer, grass dealer, Kamehameha IV, Kapiolani (1879), Keelikolani, Keelikolani with Parker and Cummins, Leleiohoku, Likelike (1868), Liliuokalani, Major Moehonua, Martin and Moehonua (survivors of Honolulu Courthouse riot of 1874), Queen Emma wearing Niihau lei, Queen Kapiolani, and William Pitt Leleiohoku (1874 or 1876). He also photographed the Princeville plantation in Hanalei, the Punchbowl Crater and Waiuli (Wailua) Lower Falls on Kauai.",0
1129," artist, educator and activist who has made significant contributions to the field of art in Canada. She was born on January 24th, 1969, in Winnipeg Manitoba, but grew up primarily in Thunder Bay Ontario where she developed her passion for painting at a young age. In 1993, Peters moved back to Winnipeg with her family after completing her Bachelor's degree from Emily Carr University and began working as an artist-in-residence at the National Gallery of Canada (NGC).
Peters is known for her work that explores Indigenous identity through art, particularly in relation to the history of colonialism. She has exhibited extensively throughout North America including galleries such as the Art Gallery of Ontario, The Winnipeg Art Museum and the NGC. Peters' artwork often features traditional Indigenous techniques like painting on birch bark or using natural materials like feathers for her work.
Peters is also a strong advocate for Indigenous rights in Canada and uses art to raise awareness about these issues through exhibitions such as ""Indigenous Rights: A",1
1855,") were an ancient people who inhabited the region of Greece. They are known for their contributions to Western civilization, including philosophy and literature. Greek culture is characterized by its emphasis on individualism, democracy, artistry, music, theater, science, and technology. The Greeks also had a rich mythology that influenced many aspects of modern society such as religion, politics, sports, and even fashion design.
    In the ancient world, Greece was one of the most powerful empires in history with its capital city Athens being home to some of the greatest thinkers like Plato, Aristotle, Socrates, Homer, Hesiod, and Pindar. The Greeks were also known for their military prowess, having won many wars against neighboring powers such as Persia, Macedon, Etruscans, Romans, etc.
    Greek mythology is a rich tapestry of gods, goddesses, heroes, monsters, and other mythical creatures that have influenced Western literature, art, music, philosophy, religion",1
1806," January 12, 1998) was a Brazilian politician and military officer who served as the President of Brazil from 1964 to 1967. He is known for his role in ending the dictatorship regime that had ruled Brazil since its founding on August 5, 1889.
Maga's presidency saw significant social reforms such as land reform, which aimed at redistributing land ownership among peasants; and a series of economic policies designed to boost industrial growth and reduce poverty rates. He also implemented measures to improve education in the country by establishing new universities and expanding access for students from poor families. However, his administration was marked by political repression and human rights abuses during this time period.
Maga's presidency saw significant social reforms such as land reform, which aimed at redistributing land ownership among peasants; and a series of economic policies designed to boost industrial growth and reduce poverty rates. He also implemented measures to improve education in the country by establishing new universities and expanding access for students from poor families. However, his administration",1
1019," camera that was released in 1999. It features an APS H (high resolution) CMOS sensor and can capture high quality images with its advanced image processing technology, including noise reduction algorithms for low light conditions. Additionally, the camera has several other notable features such as built-in Wi-Fi connectivity, GPS support, and a flip screen that allows users to view their photos in different orientations while shooting. The Sony α NEX-7 is also known for its compact size and lightweight design, making it an ideal choice for travel photography or on-the-go photo sessions. Overall, the camera has become one of the most popular choices among digital photographers due to its advanced features and high image quality.",1
946,"The  is an archaeological site in the city of Nishitōkyō, Tokyo Metropolis, in the Kantō region of Japan containing a Jōmon period settlement ruin. The site was designated a National Historic Site of Japan in 2015. Overview
The Shitanoya site is located in the lowlands  on the south bank of the Shakujii River, and consists of a pair of ring-shaped settlements from the middle of the Jōmon period. These settlements are divided by a small creek, and it is uncertain if they existed simultaneously. The larger is on the west side, and has a diameter of about 150 meters. The site contains the foundations of a number of pit dwellings, a cemetery, and a group of raised-floor buildings, presumed to be granaries, arranged around a central plaza. It was inhabited for approximately a thousand years. Such circular settlements from the middle Jōmon period (about 5,000 to 4,000 years ago) are widely distributed in Kantō and Kōshin'etsu regions, and the Musashino Terrace and Tama Hills have the second highest density of such settlements next to the cluster at the southern foot of Mount Yatsugatake in Nagano Prefecture. ",0
1760," composed of the elements copper, zinc and iron. It has been found in various parts of the world including Australia, Canada, Mexico, Peru, South Africa, Spain, Sweden, Switzerland, United States, and Zambia among others. The name ""Samuelsonite"" was given to this type of ore by Swedish geologist Carl Wilhelm Höijer who first discovered it in 1859 during his exploration of the Copperbelt region in what is now known as Tanzania.
    Samuelsonite has a high copper content and can be used for various industrial applications such as brass, bronze, alloys, electrical wires, and even jewelry making due to its unique properties that make it resistant to corrosion and tarnish easily. It also contains zinc which makes it an important mineral in the production of galvanized steel wire coatings, paints, adhesives, and other metal products.
    The discovery of Samuelsonite has had a significant impact on mining industries worldwide",1
1870," is a legume native to Southeast Asia. It belongs to the family Fabaceae and has been cultivated for over 2,000 years in various parts of South East Asia including Thailand, Vietnam, Cambodia, Malaysia, Indonesia, Philippines, Papua New Guinea, Solomon Islands, Fiji, Samoa, Tonga, Vanuatu, Kiribati, Tuvalu, and Cook Islands. The plant is a hardy bush that can grow up to 1 meter tall with thick branches covered in small white flowers arranged in clusters at the end of long stalks (peduncles).
Pultenaea pedunculata has been traditionally used for various purposes such as food, medicine, and ornamental value. The plant is rich in protein content which makes it an excellent source of nutrition especially during times when other sources are scarce or unavailable. It also contains several bioactive compounds that have potential therapeutic applications against diseases like cancer, diabetes, hypertension, and inflammation.
The leaves of Pultena",1
976,"Gold deposits at Moto were initially discovered in 1903 and mining began in 1905. A colonial state corporation called Kilo-Moto exploited the deposits from 1905 to 1919. The colonial state recruited laborers from rural Africa to work in the mines. In 1919, Kilo-Moto became organized as an autonomous colonial state corporation with a Board of Directors in Brussels appointed by the Minister of the colonies. This company operated as a private corporation starting in 1926 and survived the handover to independent Congolese rule in 1961, but was taken over by the Zairian state in 1967. The archives of the company up to 1967 are still stored in Brussels. Moto Goldmines Limited was a gold exploration and mining company with operations in the Kilo-Moto greenstone belt in Haut-Uele Province in the northeast of the Democratic Republic of the Congo. The company's stock was listed on the Toronto Stock Exchange and the London Stock Exchange’s Alternative Investment Market.",0
1717,", round pieces of chocolate that have been melted and then cooled to form a solid. They can be used in many recipes such as cookies, cakes, and even ice cream. The name ""chocolate chip"" comes from the fact that they contain cocoa solids mixed with sugar syrup.
Chocolate chips were first introduced by Nestlé's subsidiary Hershey Foods Corporation in 1937 for use in their chocolate bars. They quickly became popular due to their unique texture which is smooth, melt-in-your-mouth and easy to eat without any mess or fuss. Chocolate chips are also a great way of adding flavor to baked goods such as cookies, cakes, and even ice cream.
Chocolate chips can be found in many varieties including milk chocolate, dark chocolate, white chocolate, and even flavored chocolate chips like mint chip, peanut butter crunch, and butterscotch. They come in different sizes ranging from small morsels of about 1/4 inch to larger pieces that are around 3 inches across",1
1567," September 1675) was a Dutch painter and printmaker, known for his realistic portraits of wealthy families in the Netherlands. He is considered one of the leading painters of the Baroque period, along with other artists such as Peter Paul Rubens and Rembrandt van Rijn. Maezsuycker's work often featured richly detailed landscapes, architectural elements, and figures that were highly realistic in their depiction. His paintings are characterized by a sense of grandeur and opulence, which is reflected in his use of ornate frames for many of them. He was also known as the ""painter to the nobility"" due to his high-profile commissions from wealthy patrons such as William III of Orange and Prince Rupert II of Bavaria. Maezsuycker's work has been exhibited at major museums around the world, including The Hague Museum in the Netherlands, which houses a collection of over 200 paintings by him.",1
1529," Paris) is a French philosopher and professor of philosophy at the University of Strasbourg. He has written extensively about ethics, politics, and religion, as well as environmental issues such as climate change and sustainable development. His work focuses on exploring philosophical questions related to human existence, freedom, justice, and responsibility. Estève's research interests include phenomenology, existentialism, hermeneutics, and critical theory. He is also a member of the French Academy of Sciences and has received numerous awards for his contributions to philosophy including the Grand Prix de la Philosophie in 2012.",1
1184," a Nigerian politician who served as the Governor of Ogun State from 2007 to 2011. He was also elected into the House of Representatives in 2003, representing the constituency of Ijebu-Ode/Ikale Federal Constituency and later became Minister for Agriculture in Nigeria's Fourth National Assembly (2007–2011). Ehizuelen is a member of the All Progressives Congress political party and has been involved in various social projects throughout his career. He was also awarded an honorary doctorate from Obafemi Awolowo University, Ile-Ife, Osun State for his contributions to public service.",1
965,"The Salary Grab Act, officially known as the Legislative, Executive, and Judicial Expenses Appropriation Act, was passed by the United States Congress on March 3, 1873 and sparked a firestorm of controversy among members of the government, the general public, and the press. President Ulysses S. Grant signed the act the day before his inauguration for a second term to double the salary of the president and those of Supreme Court Justices. The proposal for a salary increase was fueled by what was considered low pay for members in government, while the salary for the president was the same as it had been for George Washington. The bill subsequently included a 50 percent salary increase for the president and for members of Congress, retroactive to the beginning of their term, which was the most highly contested provision in the bill. Public outcry led Congress to rescind the congressional salary increase. As a protest against the act, Ohio ratified what later became the Twenty-seventh Amendment. The controversy surrounding the bill resulted in Republicans losing many seats, resulting in a Democratic majority in the House which began one of the most competitive two-party periods in American history. Background",0
1986," known for his abstract and conceptual works. He was born in Rome, Italy but grew up in a small town called Castelnuovo di Garfagnana. His early work focused heavily on the use of color as a medium to convey emotion through painting.

In 1998, he moved to New York City where he continued to explore his artistic vision and develop new techniques for creating art that was both abstract and conceptual in nature. He has exhibited extensively throughout Europe and North America since then, including at major institutions such as the Venice Biennale, Tate Modern, and The Museum of Contemporary Art (MOCA) Los Angeles.

One of 108's most notable works is ""The Color Field,"" a series of paintings that use color to create an emotional response in viewers. He also creates large-scale installations using found objects such as discarded furniture or industrial materials like metal pipes, which he transforms into abstract forms through his artistry.",1
167,"Abbott districts are school districts in New Jersey that are provided remedies to ensure that their students receive public education in accordance with the state constitution. They were created in 1985 as a result of the first ruling of Abbott v. Burke, a case filed by the Education Law Center. The ruling asserted that public primary and secondary education in poor communities throughout the state was unconstitutionally substandard.  The Abbott II ruling in 1990 had the most far-reaching effects, ordering the state to fund the (then) 28 Abbott districts at the average level of the state's wealthiest districts. The Abbott District system was replaced in 2007 by the New Jersey Schools Development Authority. There are now 31 ""Abbott districts"" in the state, which are now referred to as ""SDA Districts"" based on the requirement for the state to cover all costs for school building and renovation projects in these districts under the supervision of the New Jersey Schools Development Authority. The term ""Abbott district"" is still in common use since the Abbott districts receive very high funding levels for K-12 and are the only districts in New Jersey where the state pays for Pre-K for all students.",0
122,"Eleanor Vachell (1879–1948) was a Welsh botanist who is remembered especially for her work identifying and studying the flora of Glamorgan and her connection with the National Museum of Wales where she was the first woman to be a member of its Council and Court of Governors. The museum now holds her botanical diary, notes, books, records and specimens. Early life 
She was the eldest child of Winifred and Charles Tanfield Vachell, a physician in Cardiff where she was born in 1879, followed in the 1890s by her brother Eustace and sister Sylvia. She went to school in Cardiff, Malvern, and Brighton. Her father was a keen amateur botanist, and from childhood she went with him on botanical trips across the UK and Ireland as well as in Brittany, Norway and Switzerland. She started keeping a botanical diary when she was twelve and used it throughout her life to record expeditions and finds. Her ambition was to see in situ every plant recognised as a British species and she ticked off her finds by colouring illustrations in a reference book. This eventually led to her building up an almost unrivalled knowledge of UK and Irish plants in their native habitats. It is believed she saw all but thirteen species during her life.",0
601,"Stephen Woodworth is an American speculative fiction author, and a native of Fullerton, California. Publications 
 ""Scary Monsters"" (novella), in Writers of the Future VIII (August 1992)
 ""Relaxation"" (short story), in Plot #1 (Winter 1994)
 ""a Woman Absent"" (short story), in Dead of Night #13 (Summer 1995)
 ""Keepers of the Light"" (short story), in Keen Science Fiction! #2 (May 1996)
 ""Purple Hearts and Other Wounds"" (short story), in Fear the Fever: Hot Blood VII (July 1, 1996)
 ""Serial Killers"" (vignette), in Horrors! 365 Scary Stories: Get Your Daily Dose of Terror (October 1998)
 ""Her"" (short story), in The Magazine of Fantasy & Science Fiction #570 (Vol. 96, Issue 2; February 1999)
 ""Street Runes"" (short story), in After Shocks: an Anthology of So-Cal Horror (May 1, 2000)
 ""Jack's Hand"" (short story), in Aboriginal Science Fiction #63 (Spring 2000)
 ""Transubstantiation"" (short story), at Strange Horizons (November 27, 2000)
 ""Because It is Bitter"" (short story), in Tales of the Unanticipated #22 (April 1, 2001)
 ""the Little Nightmusic That Could"" (short story), in Weird Tales #328 (Summer 2002)
 ""Prisoners"" (short story), in Gothic.Net: Volume One (July 5, 2004)
 Through Violet Eyes (novel), by Dell Publishing (August 31, 2004)
 With Red Hands (novel), by Dell Publishing (December 28, 2004)
 In Golden Blood (novel), by Dell Publishing (October 25, 2005)
 From Black Rooms (novel), by Bantam Books (October 31, 2006)",0
1152,". It originates from the town of Sainte-Aubaye in Normandy, France where it was first recorded around 1030 AD. The name ""Abe"" comes from an Arabic word meaning father or ancestor which has been adopted by many European families over time due to cultural exchange between Europe and Asia during medieval times.
    Abadie is a common surname found throughout the world with variations in spelling, including Abezadeh (Persian), Abeydi (Arabic) and Abeziadou (Moroccan). The name has also been adopted by some African families due to historical trade between Africa and Europe.
The meaning of Abadie is not known as it was a common surname before the 20th century when surnames were often given based on occupation or location rather than personal identity.",1
1394,") is a Chinese actor and singer. He was born in Beijing, China and began his career as an entertainer at the age of 16 with the release of ""The Youngest"" (). Over time, he has become one of the most popular actors in mainland China's film industry.
    Ou Chuliang started acting when he was a child and quickly became known for his talent on stage. He made his debut as an actor at the age of 16 with the release of ""The Youngest"" (). Since then, he has appeared in numerous films throughout his career, including ""A Touch of Sin"", ""Love Is Not Blind"", ""The Way We Were: My Life and Times"", ""My Fair Lady"", ""Crazy Rich Asians"", and many more.
    Ou Chuliang is also a singer-songwriter who released several albums in the 1990s under his birth name, including ""Ou"" (), which was later changed to ""Chuliang"".",1
733,"{{Infobox ice hockey player
| image = Sinuhe Wallinheimo fra Samlingspartiet (Saml) i Finland.jpg
| image_size = 230px
| team=JYP
| former_teams =  KHL  HC Dynamo Moscow  Elitserien   Färjestads BK  DEL  Revier Lions  SM-liiga  Lukko  AHL  Springfield Falcons  Hershey Bears  ECHL  Mississippi Sea Wolves  Mobile Mysticks  NCAA  University of Denver
| league = SM-liiga
| position = Goaltender
| catches = Right
| height_ft = 6
| height_in = 1.7
| weight_lb = 200
| birth_date = 
| birth_place = Jyväskylä, Central Finland, Finland
| career_start = 1989
}}Mika Sinuhe Wallinheimo''' (born March 9, 1972 in Jyväskylä, Finland) is a Finnish politician and former professional ice hockey goaltender. As the last team he represented JYP in the SM-liiga. After his sporting career he entered politics and was elected to the Parliament of Finland as an MP for the National Coalition Party in the 2011 election and reelected in 2015 and 2019. International play",0
50,"The Blackest Beautiful is the third studio album by American rock band Letlive. It was released by Epitaph Records on July 9, 2013. Recorded between June 2012 and January 2013, the album used four drum sessions, and went through ten recording engineers before settling on Stephen George. The drums were recorded with session musician Christopher Crandall, in the absence of the band having a permanent drummer at the time. The album incorporated a variety of music styles based on its members, including punk rock, funk, and soul; it was mastered and mixed to have a ""more human"" and ""organic"" sound. Although the album was not expected to sell well because it was streamed for free prior to release, it still debuted in the United States at number 74 on the Billboard 200 and number six on the Hard Rock Albums chart, with nearly five thousand copies sold. The band toured the United Kingdom and Ireland to support the album, and joined other bands on tours across the United States. Critics welcomed the album, praising its crisp production and forward-thinking sound within post-hardcore, with Metacritic giving an aggregate rating of ""universal acclaim"".",0
233,"
Year 898 (DCCCXCVIII) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. Events 
 By place 
 Europe 
 January 1 – King Odo I (or Eudes) dies at La Fère (Northern France) after a 10-year reign. His rival, the 18-year-old Charles the Simple in Laon, gains sovereignty and becomes ruler (with no real authority) of the West Frankish Kingdom. This puts an end to five years of civil war between the Frankish nobles.
 Summer – Adalbert II, margrave of Tuscany, revolts (pushed by his wife Bertha) against his cousin, Emperor Lambert II. The Tuscan army proceeds against the Lombard capital of Pavia. Lambert with his forces at Marengo defeats Adalbert at Borgo San Donnino, taking him, as a prisoner, to Pavia.
 October 15 – Lambert II dies from falling off his horse while hunting — or is killed (possibly assassinated by supporters of Maginulf of Milan). After the death of Lambert, his rival Berengar I gains recognition as king of Italy. He releases Adalbert II and receives homage from the Italian nobles.",0
765,"The Pleasance is a street just outside the Old Town of Edinburgh, Scotland, a remnant of the Flodden Wall flanking the west side of the street between Drummond Street and the Cowgate. Historically, the street was one of the main routes into Edinburgh from the south, meeting St Mary's Wynd (now St Mary's Street) at St Mary's Wynd Port, one of the gateways of the town walls. The name derives from the Scots plesance, meaning a park or garden. It first appears in 1507 as the name of a nearby house, and was later transferred to the street and then the suburb which was part of the regality of the Canongate. The derivation of the name from a nunnery of St Mary of Placentia, often mentioned in histories of Edinburgh, is an invention by William Maitland in his 1753 History of Edinburgh. The street is largely residential - mainly 19th century tenements and 20th century flats - although the University of Edinburgh owns property in the area, including a large new [2017] university student flats complex on St Leonard's Street, the southerly extension of the Pleasance, on a site formerly occupied by a Homebase home improvements and gardening store.  In addition, although the Pleasance along with St Leonard's Street is a quieter area than the nearby main commercial centres and streets of the Southside there are several restaurants, pubs, a few shops, lawyers' offices, churches, and the modern St Leonard's police station. After years of planning blight from the 1960s and 1970s in which redevelopment of the formerly rather run-down area was hampered after the abandonment of bizarre plans to build a major road comparable to a motorway, from the late 20th century onwards the area benefited from a gradual renaissance.",0
