,text,classification
690,"Arthur Gelb (February 3, 1924 – May 20, 2014) was an American editor, author and executive and was the managing editor of The New York Times from 1986 to 1989. Career
Gelb began working the night shift at The Times as a copy boy in 1944. He ascended through the ranks, holding several titles in many different departments.  His biggest impacts were while working in the drama department.  He enjoyed the plays of Eugene O'Neill so much that he wrote a biography of the playwright (O'Neill: Life with Monte Cristo, 1974, ) with his wife Barbara. He supported the creation of the New York Shakespeare Festival by editorializing Joseph Papp's productions. He has edited a number of works such as ""Great Lives of the Twentieth Century"" . Gelb retired from The Times in 1989 as managing editor.  ""City room"" , a memoir of his life and career at The Times, was published in 2003.",0
821,"Doris Dana (1920 – November 28, 2006) was an American translator known for having been the partner of Gabriela Mistral, the Chilean Nobel Prize winner. Dana inherited Mistral's estate following Mistral's death in January 1957. Biography 
Dana was born into a wealthy family of New York society in 1920. They lost almost all of their money and property in the wake of the Wall Street Crash of 1929. Because part of those funds had already been set aside in trust funds for the education of Dana and her two sisters, they received a thorough education at the Lenox School. Her younger sister, Leora Dana, went on to become a stage and screen star; her older sister, Ethel Dana, became a medical doctor and relocated to California. Doris Dana received a Bachelor's degree in Classics (Latin) from Barnard College, Columbia University. Although she briefly taught night school in New York City, the job that she held the longest was to write script ""treatments"" in New York City during the 1950s, until Mistral's death in 1957 provided her with so much money that she never worked full-time again.",0
340,"Silas Boxley Mason II (October 22, 1879 – April 14, 1936) was an American construction executive and racehorse owner, born in Orange County, Virginia. He was part of a Mason family that had been involved with the construction business since 1827. A graduate of Washington and Lee University and Princeton University, he went on to make the Mason & Hanger company one of the largest construction contractors in the United States. His first high-profile venture came in 1927 when he was awarded the contract for the George Washington Bridge foundation on the New Jersey side. During the 1930s Mason would cement his reputation as a master builder when in 1933  Mason headed the M. W. A. K. consortium (Mason-Walsh-Atkinson, Kier) that built the Grand Coulee Dam in Mason City, Washington. His company would then  become involved in the construction of the Lincoln Tunnel. Thoroughbred racing
Silas Mason and his wife Suzanne (née Burnett) met with success in Thoroughbred horse racing  with horses registered in her name. A native Kentuckian, she was a descendant of Colonel Richard Henderson who, along with General George Rogers Clark, Daniel Boone, and others, were Kentucky pioneers who formed the Transylvania Land Company. The couple purchased a home and breeding farm near Lexington, Kentucky called Duntreath.",0
1581," is a traditional Swedish flatbread made from rye flour and water. It is often served as a snack or bread for breakfast or lunch. The word ""smäckta"" means ""little"" in Swedish, which refers to the small size of the bread. Mursmäckan is a popular food in Sweden and is commonly found in bakeries and restaurants throughout the country. It is also a staple food in many rural areas of Sweden where it is often eaten as a snack or breakfast food. The recipe for mursmäcka has been passed down through generations of Swedish households, and it is still popular today due to its simplicity and versatility.",1
52,"In computing, the Windows Driver Model  (WDM) also known at one point as the Win32 Driver Model is a framework for device drivers that was introduced with Windows 98 and Windows 2000 to replace VxD, which was used on older versions of Windows such as Windows 95 and Windows 3.1, as well as the Windows NT Driver Model. Overview
WDM drivers are layered in a stack and communicate with each other via I/O request packets (IRPs). The Microsoft Windows Driver Model unified driver models for the Windows 9x and Windows NT product lines by standardizing requirements and reducing the amount of code that needed to be written. WDM drivers will not run on operating systems earlier than Windows 98 or Windows 2000, such as Windows 95 (before the OSR2 update that sideloads the WDM model), Windows NT 4.0 and Windows 3.1. By conforming to WDM, drivers can be binary compatible and source-compatible across Windows 98, Windows 98 Second Edition, Windows Me, Windows 2000, Windows XP, Windows Server 2003 and Windows Vista (for backwards compatibility) on x86-based computers. WDM drivers are designed to be forward-compatible so that a WDM driver can run on a version of Windows newer than what the driver was initially written for, but doing that would mean that the driver cannot take advantage of any new features introduced with the new version. WDM is generally not backward-compatible, that is, a WDM driver is not guaranteed to run on any older version of Windows.  For example, Windows XP can use a driver written for Windows 2000 but will not make use of any of the new WDM features that were introduced in Windows XP. However, a driver written for Windows XP may or may not load on Windows 2000.",0
314,"The family Caenolestidae contains the seven surviving species of shrew opossum: small, shrew-like marsupials that are confined to the Andes mountains of South America. The order is thought to have diverged from the ancestral marsupial line very early. They were once included in the superorder but it is now known that Ameridelphia is paraphyletic, having given rise to Australidelphia, and thus could be considered an evolutionary grade. Genetic studies indicate that they are the second most basal order of marsupials, after the didelphimorphs. As recently as 20 million years ago, at least seven genera were in South America. Today, just three genera remain. They live in inaccessible forest and grassland regions of the High Andes. Shrews were entirely absent from South America until the Great American Interchange three million years ago, and are currently present only in the northwestern part of the continent. Traditionally, it was thought that shrew opossums lost ground to these and other placental invaders that fill the same ecological niches. Evidence suggests, however, that both groups not only overlap, but do not seem to be in direct competition, and the marsupials' larger size seems to imply that they prey on shrews and rodents. Several opossums, such as Monodelphis, also occupy small insectivore niches.",0
79,"Roann Historic District is a national historic district located at Roann and Paw Paw Township, Wabash County, Indiana. It encompasses 117 contributing buildings, 2 contributing sites, and 1 contributing structure in the central business district and surrounding residential sections of Roann.  It developed between about 1853 and 1961, and includes representative examples of Gothic Revival, Italianate, Queen Anne, Second Empire, Colonial Revival, and Streamline Moderne style architecture. Located in the district are the separately listed Roann Covered Bridge, Roann-Paw Paw Township Public Library, and Thomas J. Lewis House.  Other notable buildings include the First Brethren Church (1891), Dersham House and Veterinary Clinic (c. 1885), Roann Christian Church (1961), Watson House (c. 1940), Universalist Church (1875), Roann Methodist Church (1898), Paw Paw Township School (1941), James Van Buskirk House (c. 1873), Halderman Building (c. 1885), U.S. Post Office and Medical Building (1958), Nicely Oil Service Station (1938), Comer Building (1920), and Spiece House (c. 1885). It was listed on the National Register of Historic Places in 2013.",0
1116," written by the poet Ferdowsi in the 14th century. It is considered to be one of the greatest works of world literature and has been translated into many languages. The poem tells the story of the legendary hero Rostam, who is said to have lived during the Sasanian Empire period. The poem is divided into 50 chapters and is written in a complex form of Persian called the ""Firdausi's style"". It is a masterpiece of world literature that has inspired many other works of poetry and prose.",1
200,"Rashiq al-Nasimi  was the governor of Tarsus for the Hamdanid emir Sayf al-Dawla from 962 until the city's surrender to the Byzantine emperor Nikephoros II Phokas in 965. He then took over Antioch, and launched a failed attack on the Hamdanid capital, Aleppo in early 966. He took the lower city and besieged the citadel for over three months, but was killed and his men fled back to Antioch. Life 
Rashiq is first mentioned in late 961, as commanding a Tarsian army sent to confront the invasion of the Byzantines under the command of Nikephoros Phokas, who were besieging Ayn Zarba. Rashiq tried to break the siege, but was defeated with heavy loss: according to Yahya of Antioch, 5,000 Tarsians fell and 4,000 were taken prisoner, while Rashiq managed to flee. As a result, Ayn Zarba surrendered (December 961/January 962). Then the governor of Tarsus, Ibn az-Zayyat, who had tried to break free from Hamdanid control, confronted the Byzantines but was also defeated. The Tarsians turned once more to Sayf al-Dawla for protection from the Byzantines, and Ibn az-Zayyat committed suicide, whereupon Sayf al-Dawla appointed Rashiq as his successor.",0
616,"Xerocomellus is a genus of fungi in the family Boletaceae. The genus, as it was described in 2008, contained 12 species.  However X. rubellus and X. engelii  were transferred to the new genus Hortiboletus and X. armeniacus was transferred to the new genus Rheubarbariboletus in 2015. Molecular analysis supports the distinction of Xerocomellus species from Boletus and Xerocomus, within which these species were formerly contained.  Xerocomellus in fact is only distantly related to Xerocomus and is most closely related to Tylopilus, Boletus sensu stricto, Porphyrellus, Strobilomyces, and Xanthoconium. Taxonomy
Members of the genus had been classified either in the genus Boletus or Xerocomus until Czech mycologist Josef Šutara examined a number of species and concluded that there was a defined group containing X. chrysenteron, X. armeniacus and relatives that are distinct morphologically from the group containing Xerocomus subtomentosus and related species. He deferred fully delimiting the genus until genetic work confirmed their distinctness. Previously, Manfred Binder had coined the term Paraxerocomus for the group but this was not officially published.",0
106,"The Redspotted Hawkfish (Amblycirrhitus pinos) is a species of marine ray-finned fish, a Hawkfish belonging to the family Cirrhitidae. It is found at depths from  on tropical reefs in the Western Atlantic. The Redspotted Hawkfish is also found in the aquarium trade. Taxonomy
The Redpsotted Hawkfish was first formally described as Pseudocirrhites pinos in 1927 by the Bermudan naturalist Louis L. Mowbray with the type locality given as Point Francis on the Isle of Pines in Cuba. In 1829 the French zoologist Georges Cuvier described a species he called Cirrhites fasciatus, giving it a type locality of Puducherry in India. This is now considered to be an error, since the fish described most likely came from the Atlantic Ocean. When Theodore Nicholas Gill described the genus Amblycirrhitus in 1861 he used Cuvier's C. fasciatus as its type species. However, Cuvier's name was preoccupied by Edward Turner Bennett's 1828 usage of the name for a related species, A. pinos is the type species of Amblycirrhitus under Cuvier's invalid name. Mowbray's specific name pinos refers to the Isle of Pines.",0
454,"Terimon (foaled 20 April 1986) was a British Thoroughbred racehorse and sire. His most successful year was 1991, when he won the International Stakes at York and was named European Champion Older Horse at the inaugural Cartier Racing Awards. He is best known, however, for his performance in the 1989 Derby in which he finished second at odds of 500/1, the longest ever recorded for a placed horse in the race. Background
Terimon was a grey horse, standing 16 hands high, bred by the Hesmonds Stud in East Sussex in 1986. His sire Bustino was the best horse to race in the colours of Terimon's owner, Lady Beaverbrook. Bustino was a notable influence for stamina, being the sire of the Ascot Gold Cup winner Paean and the Coronation Cup winner Easter Sun. His dam, Nicholas Grey, from whom he inherited his colour, won the Listed Premio Carlo Chiesa and was placed in the Oaks d'Italia.",0
396,"Silvanus was a Roman soldier and probably praetorian prefect during the third century who came briefly to the notice of history in the reign of Valerian and his co-Emperor Gallienus. He is generally assumed to have been the commander of the praetorians under Gallienus. However, the sources only tell us that he was made the guardian of the Caesar Saloninus by Saloninus's father, the Emperor Gallienus. This seems likely to mean that he exercised a guiding influence over his young protégé as he represented the Imperial Dynasty in the government of the Gallic provinces. In this respect Silvanus may be compared with Ingenuus who seems to have exercised a similar function, in loco parentis, in the command of the Danubian provinces by Saloninus's elder brother, the Caesar Valeriannus, earlier in the 250s. He would not have been given this office had he not been a seasoned soldier and administrator, but this does not mean that he was Gallienus's Praetorian Prefect.",0
919,"The 1910 Cuba hurricane, popularly known as the Cyclone of the Five Days, was an unusual and destructive tropical cyclone that struck Cuba and the United States in October 1910. It formed in the southern Caribbean on October 9 and strengthened as it moved northwestward, becoming a hurricane on October 12. After crossing the western tip of Cuba, it peaked in intensity on October 16, corresponding to Category 4 on the Saffir–Simpson hurricane scale. That same day, the hurricane moved in a counterclockwise loop and hit Cuba again. It then tracked toward Florida, landing near Cape Romano. After moving through the state, it hugged the coast of the Southeastern United States on its way out to sea. Due to its unusual loop, initial reports suggested it was two separate storms that developed and hit land in rapid succession. Its track was subject to much debate at the time; eventually, it was identified as a single storm. Analysis of the event gave a greater understanding of weather systems that took similar paths.",0
938,"Bishop Arkadiusz Trochanowski (; born 6 January 1973) is a Polish Ukrainian Greek Catholic hierarch as the first eparchial bishop of the newly created Ukrainian Catholic Eparchy of Olsztyn–Gdańsk since 25 November 2020. Early life and education
Bishop-elect Trochanowski was born into the Greek-Catholic family of Jan and Olga Trochanowski in the Lubusz Voivodeship. His parents were forcibly resettled with another Ukrainians in Poland, from ethnical Ukrainian territories to the Recovered Territories in the western Poland during Operation Vistula in the 1947 and were actively involved in the parochial life. After graduation of the school education in his native Szprotawa, he joined the Major Theological Seminary in Lublin, simultaneously studying in the John Paul II Catholic University of Lublin (1994–2000). He also undertook specialist studies at the Pontifical Faculty of Theology at the University of Wrocław with a licentiate degree, and in 2012 he obtained the title of the Doctor of Theology in ecumenism at the Faculty of Theology of the University of Adam Mickiewicz in Poznań.",0
365,"Experiment was an early 19th-century boat powered by horses and incorporating the idea of a screw propeller, which was a new idea at the time. History
Experiment was a horse-powered ferry boat. It was a 12-ton, three-masted boat drawing a few feet of water, about  long by  beam.) in 1807 to 1810, depending on the source. It was propelled by a ""goose-foot paddle,"" a large mechanical screw propeller in the water instead of a paddle wheel at water surface. The new technology devised by Grieve and Wilkinson was powered by eight horses on a treadmill. The technology to propel the boat upstream was originally invented by David Grieve and granted a patent 24 February 1801 in the category of ""Boats to ascend rivers"". The complete recorded patent was lost in the 1836 U.S. Patent Office fire. The idea of propelling vessels by a mechanical screw in the water is now referred to as Ericsson's propeller.",0
1003," and illustrated by Yumiko Tsumura. The story revolves around the life of a high school girl named Aoi, who has a unique ability to step into other people's dreams. The series was serialized in Shueisha's Weekly Young Jump magazine from 2014 to 2016, and it has been adapted into an anime television series by Wit Studio, which aired in Japan between April and September 2018.",1
1811," by British playwright No��l Coward. It was first performed at the New Theatre, London in 1938 and was later adapted into a film of the same name in 1952. The play follows the story of Garry Essendine, an aging actor who is struggling to find success in his career and personal life. Through a series of comic incidents and interactions with various characters, the play explores themes such as fame, identity, and the absurdity of the entertainment industry. 
 
The play features several notable actors, including Sir Laurence Olivier, who played Garry Essendine in the film adaptation. The character of Garry Essendine is based on Coward himself, who was a successful playwright and actor during the early 20th century. Present Laughter has since become a classic of British comedy and has been adapted into several other forms, including a radio play and a musical.",1
379,"In taxonomy, Sulfitobacter is a genus of the Rhodobacteraceae. Species
Sulfitobacter comprises the following species:
 Sulfitobacter aestuarii Park et al. 2018
 ""Sulfitobacter algicola"" Wang et al. 2021
 Sulfitobacter brevis Labrenz et al. 2000
 Sulfitobacter delicatus Ivanova et al. 2004
 Sulfitobacter donghicola Yoon et al. 2007
 Sulfitobacter dubius Ivanova et al. 2004
 Sulfitobacter faviae Kumari et al. 2016
 Sulfitobacter geojensis Kwak et al. 2014
 Sulfitobacter guttiformis (Labrenz et al. 2000) Yoon et al. 2007
 Sulfitobacter indolifex (Wagner-Döbler et al. 2004) Liu et al. 2017
 Sulfitobacter litoralis Park et al. 2007
 Sulfitobacter marinus Yoon et al. 2007
 Sulfitobacter maritimus Lian et al. 2021
 Sulfitobacter mediterraneus Pukall et al. 1999
 Sulfitobacter noctilucae Kwak et al. 2014
 Sulfitobacter noctilucicola Kwak et al. 2014
 Sulfitobacter pacificus Fukui et al. 2015
 Sulfitobacter pontiacus Sorokin 1996
 Sulfitobacter porphyrae Fukui et al. 2014
 Sulfitobacter profundi Song et al. 2020
 Sulfitobacter pseudonitzschiae Hong et al. 2015
 Sulfitobacter sabulilitoris Park et al. 2019
 Sulfitobacter salinus Yoon 2020
 ""Sulfitobacter sediminilitoris"" Park et al. 2020
 Sulfitobacter undariae Park et al. 2015",0
934,"Jason Grimshaw is a fictional character from the British ITV soap opera, Coronation Street. Portrayed by Ryan Thomas, the character first appeared on screen on 25 December 2000. It was announced in October 2015 that Thomas had quit the role of Jason, and the character departed on 29 June 2016. Jason is the son of Eileen Grimshaw (Sue Cleaver) and Tony Stewart (Alan Igbon; Terence Maynard), but he did not know his father for many years, his younger brother is Todd (originally Bruno Langley, now played by Gareth Pierce). Jason's storylines have mostly revolved around his failed relationships with various women including, Sarah Platt (Tina O'Brien), Candice Stowe (Nikki Sanderson), Violet Wilson (Jenny Platt), Becky McDonald (Katherine Kelly), Rosie Webster (Helen Flanagan), Stella Price (Michelle Collins), Maria Connor (Samia Ghadie) and Eva Price (Catherine Tyldesley). His other storylines have included: being attacked by his enemy Callum Logan (Sean Ward); grieving for his father, Tony, after he dies off-screen; and becoming a suspect in Callum's murder. He leaves Weatherfield after being manipulated by his mother's new boyfriend and later husband, Pat Phelan (Connor McIntyre).",0
358,"Mitch Grigg (born 2 January 1993) is a former professional Australian rules footballer who played for the Adelaide Football Club in the Australian Football League (AFL). He was recruited from Norwood Football Club in the South Australian National Football League (SANFL) with selection 41 in the 2011 national draft. He won the Magarey Medal in 2017 and 2018 playing for the Norwood Football Club making him the first player born in 1993 to receive the Magarey Medal. AFL career
Grigg did not play an AFL game in 2012, instead playing for the  senior and reserves sides in the SANFL. He made his debut late the next season, in round 17 against , after showing strong form in the SANFL. In five games in 2013 he averaged an impressive 16 possessions, returning to Norwood for the finals where he helped them to a premiership. He also re-signed with the club for two years.",0
624,"Jay D Schlueter (July 31, 1949 – May 13, 2010) was an American professional baseball player. He played in Major League Baseball as an outfielder during the  season for the Houston Astros. Listed at , 182 lb., he batted and threw right-handed. Born in Phoenix, Arizona, Schlueter was a second round selection in the 1967 MLB Draft by the Houston Astros out of Central High School (Phoenix, Arizona). He spent part of five seasons in the minor leagues before joining the big club in the 1971 midseason. Unfortunately, he formed part of a very congested Astros outfield that included César Cedeño, César Gerónimo, Jimmy Wynn and Bob Watson, among others. Schlueter went 1-for-3 and scored one run in seven games, but never returned to the majors. After that, he went to the minors for four more seasons. He was traded along with Lee May from the Astros to the Baltimore Orioles for Enos Cabell and Rob Andrews at the Winter Meetings on December 3, 1974. In a nine-year minors career, he posted a .209 average with 48 home runs and 128 runs batted in in 863 games.",0
8,"""Pussy Fairy (OTW)"" (stylized as ""P*$$Y Fairy (OTW)"") is a song recorded by American singer Jhené Aiko for her third studio album, Chilombo (2020). Julian-Quán Việt Lê produced the song and co-wrote it with Aiko and Micah Powell. Def Jam released it for digital download and streaming as the album's third single on January 16, 2020. ""Pussy Fairy (OTW)"" is an R&B ballad, featuring an alchemy crystal sound bowl intended to activate the listener's Svadhishthana (the sacral chakra). In the lyrics, Aiko acts as the ""pussy fairy"" and boasts about her sexual performance. The song received generally positive reviews from music critics, who praised its sexual content. They compared the explicit lyrics to 1990s music. ""Pussy Fairy (OTW)"" was Aiko's first solo single to reach the top 40 on the US Billboard Hot 100 and was certified platinum on the Recording Industry Association of America (RIAA) for selling over one million digital units. The song appeared on the UK Singles Chart and the New Zealand Hot Singles chart.",0
548,"Teleglitch is a game developed by Test3 Projects, an indie rogue-like action game incorporating features of survival horror. After initial release, a version incorporating free expansion content was released through Paradox as the Die More Edition. Gameplay
Teleglitch puts the player in the role of a scientist at a military technology research station on a distant planet, lone survivor of a disaster that claimed the lives of the other inhabitants. It is played from a top-down point of view, requiring the player to dodge and shoot in all directions while defending themselves against the monsters and robots that were being developed at the station. As players advance through the game they can collect different weapons and items, many of which can be combined into new weapons and tools to aid the player. Similar to the stealth game Monaco: What's Yours is Mine, players can only see what is in their character's line of sight, with level details being revealed from the shadows as they move through an area.",0
1399," 1947 – May 31, 2015) was an American politician and activist. She served as the mayor of New York City from 1994 to 2001, during the term of Mayor Rudy Giuliani. Prior to her mayoralty, she was a member of the New York State Assembly for two terms (1983-1987). Burka was known for her progressive political views and advocacy work on issues such as women's rights, reproductive rights, and affordable housing. She was also an advocate for immigrants and refugees, particularly those from Central America. In 2004, she ran for mayor of New York City but lost to Michael Bloomberg in the Democratic primary. After leaving office, Burka continued her activism and advocacy work through organizations such as the Women's Media Center and the International Rescue Committee. She died on May 31, 2015, at age",1
339,"Rye is a seaside town in Greater Melbourne on the Mornington Peninsula, Victoria, Australia. It is approximately 95 km south of Melbourne's central business district. Rye's beach, on the eastern side of Port Phillip, is popular with swimmers, fishermen, yachtsmen, and kitesurfers. Its ocean beach (which is not patrolled) is also popular with surfers and divers. Its local government area is the Shire of Mornington Peninsula. Rye is in the traditional country of the Boon wurrung (Bunurong) people of the Kulin nation. History
Rye was proclaimed a town on 26 February 1861 and is partly in the parish of Wannaeue but mainly in the parish of Nepean, which is west of Government Road and Weeroona Street. The township went south to the southern boundary of the cemetery, with its east and west boundaries being Weir Street and Dundas Street. Suburban lots of 21 to 98 acres extended west to French St and south to a point just past the Golf Pde corner. Most of these suburban lots were bought by W.A.Blair, a Melbourne Lime Merchant.
He also received grants for much land in the parishes of Wannaeue and Nepean. His objective was to establish a monopoly, which was only rivalled by John Cain. Many who had been engaged in the production of lime, such as Nathan Page, Tom Bennett, Edward Russell, Harold Bainbridge and Spunner, were dispossessed of their kilns by Blair in about 1867. Lime could be quarried throughout the area west of Boneo Road. Many golf courses and the Peninsula Hot Springs are on the sites of Limeburners' properties between Browns and Limestone Roads. An excellent reproduction of a lime kiln can be seen on the foreshore just east of White Cliff. They were built into the side of a hill so that firewood and napped limestone could be loaded from above.",0
842,"Wacław Piotr Rzewuski (1706–1779) was a Polish dramatist and poet as well as a military commander and a Grand Crown Hetman. As a notable nobleman and magnate, Rzewuski held a number of important posts in the administration of the Polish–Lithuanian Commonwealth. He was a Field Clerk of the Crown since 1732, voivode of Podole Voivodship between 1736 and 1762 (with a gap between 1750 and 1756). In 1735 he received the prestigious Order of the White Eagle. A brave soldier, since 1752 he held the rank of Field Hetman of the Crown. A Castellan of several notable towns, he was an important politician at the Royal Court in Warsaw and was one of the main supporters of the liberum veto during the Diet of 1764, when he became known for his dispute with Szymon Konarski. During the Diet of 1767 (Repnin Sejm) he opposed Prince Nikolai Repnin's - Russia's ambassador to the Commonwealth - interfering in Poland's domestic affairs. In response, he was kidnapped along with his son Seweryn and two other prominent Polish politicians by Russian agents and imprisoned in Kaluga. Upon his release in April 1773 he was promoted for his merits to the rank of Grand Crown Hetman, but resigned the post in November of that year.",0
1899," flatworms that belong to the family Opisthorchiidae. It is found in Africa, Asia and Australia. The adult worms are about 2-3 cm long and have a flattened body shape with a broad, rounded tail. They live in the small intestine of their host animals, where they feed on the contents of the digestive tract. Acanthochondria cornuta has been found to cause gastrointestinal problems such as vomiting, diarrhea, and abdominal pain in humans. It is also known to spread disease by transmitting viruses and parasites to its hosts. The worms are often removed from the host during surgery or treatment procedures.",1
1957," name of Sultan Mehmed II) is a historic mosque located in Istanbul, Turkey. It was built by the Ottoman Empire during the early 17th century and is considered one of the most important examples of Ottoman architecture. The mosque was named after Sultan Mehmed II, who was the first Ottoman sultan to move his capital from Bursa to Istanbul. It is located on the site where the earlier mosque known as the Fethiye Mosque had stood for over 500 years before being destroyed in a fire in 1624. The new ��ehzade Mosque was designed by architect Mimar Sinan and features a large, onion-shaped dome, which is one of his most famous designs. The mosque has three main sections: the prayer hall, the office section, and the minaret. The prayer hall measures 12 meters in length and 8 meters in width, with a height of 14 meters. It was",1
359,"{{Infobox company
|name     = Digital Revolution Studios
|logo     =
|caption  =
|type             = Private
|foundation       = |location_city    = Van Nuys, California
|location_country = U.S.
|key_people       = Craig Tanner, PresidentGina Tanner''', CEOWayan Palmieri, CTO
|num_employees    = 14
|industry         =Entertainment
|homepage         = digitalrevolutionstudios.com
}}Digital Revolution Studios' is a Van Nuys, California based company specializing in high-definition stereoscopic digital 3D. Digital Revolution Studios was started by Oscar nominated and Emmy winning producer Craig Tanner, who gained a reputation in the stereoscopic industry for his work as  Visual Effects Editor of the landmark 3D film, Avatar. Notable Productions
Due partially to the company's early involvement in the new medium of 3D television programming, including a number of shows made for 3net the first 24-hour 3D channel, Digital Revolution Studios achieved a number of ""firsts"" with their productions.",0
1812," by the American author Edith Wharton. It tells the story of a young woman named Emily, who visits her wealthy family in New York City and becomes embroiled in their social and romantic intrigues. The novel explores themes of class, gender roles, and the expectations placed on women to conform to societal norms. 
 200 word wikipedia summary on 'The Wonderful Visit'",1
1141," is an American professional wrestler and mixed martial artist who has competed in the Ultimate Fighting Championship (UFC), World Extreme Cagefighting (WEC), Strikeforce, and Bellator MMA. He is also known for his time in Ring of Honor (ROH) where he was a two-time ROH World Heavyweight Champion. Leben is currently signed to the UFC as a welterweight fighter.",1
1764,"
 novella written by American author Stephen King. It was first published in 1997 and was later included in his collection of short stories, The Colorado Kid. The story takes place in the fictional town of Castle Rock, Maine, where several characters are connected to a mysterious event known as ""The Shining.""
In the story, a young boy named Timmy is killed while playing hide-and-seek with two other children. Years later, the same two children, now adults and named Dick and Jane, return to Castle Rock to confront their past and uncover the truth behind The Shining. 
The novella explores themes of fate, destiny, and the consequences of one's actions. It also features several characters from King's other works, including Doctor Sleep, a novel about a grown-up version of Dick Hallorann, and The Gunslinger, a character from the Dark Tower series. 
Overall, ""Everything'",1
1027," licensed to serve the city of Washington, Michigan. The station was originally owned by the Washtenaw Radio Group and began broadcasting in 1947 as a 500-watt daytime-only station playing music from the 1940s through the 1960s. In 2008, the station was sold to a group of investors who converted it to all-news programming and increased its power to 50,000 watts. Today, WMML is one of the top-rated news stations in Michigan, with a focus on local news, weather, traffic, and sports coverage. The station also features a variety of talk shows and podcasts covering topics from politics to pop culture.'",1
1288," November 2013) was a Belgian-French painter and printmaker. She was born in Brussels, Belgium, and studied at the Académie Royale des Beaux-Arts de Bruxelles. Her work is known for its use of bright colors and bold brushstrokes, often inspired by African art and the Impressionist movement. Janssen-Pevtschin's prints are held in many public collections around the world, including the Musée d'Art Moderne et Contemporain de la Ville de Paris, the Museum of Modern Art in New York City, and the Philadelphia Museum of Art.",1
1296," of the word ""value"". The term is used to describe the degree of importance or value that a particular product, service or idea holds for an individual or group. It can refer to the worth or usefulness of something in terms of its ability to provide benefits or satisfy needs. In business and marketing, epoxy value is often used to assess the potential success of a product or service by analyzing how much people are willing to pay for it based on their perceived value. The term is also commonly associated with personal relationships, where individuals evaluate the worth or importance of others based on shared experiences, values, and goals.",1
926,"De Wayne Stebbins (April 5, 1835 – June 12, 1901) was an American politician. He was a member of the Wisconsin State Senate, representing Wisconsin's 1st Senate District. Before serving in the State Senate, he previously held an office in the State Assembly. He was a member of the Republican Party of Wisconsin. Stebbins was born in Clinton, Oneida County, New York in 1835, and came to Wisconsin with his parents in the fall of that same year. He attended public school and graduated from the United States Naval Academy at Annapolis, Maryland, serving four years in the Civil War as an officer in the United States Navy. He resided in Racine, Wisconsin until 1856 when he moved to Algoma, Wisconsin. He worked for the Bank of Algoma and was the publisher of the Algoma Record newspaper. He was a member of the Kewaunee County Board for 27 years, and treasurer for the local school district for 20 years. Stebbins died in Algoma on June 12, 1901. Hotelier Frank Slaby of Algoma in 1905 changed the name of his establishment to Hotel Stebbins, honoring his late friend.",0
1007," employment theory is a model that predicts the unemployment rate will remain constant or decrease over time as technology advances. This theory suggests that technological progress increases productivity, which in turn leads to increased output and lower prices, resulting in more jobs being available for everyone. The full employment theorem is based on this principle, which states that if all industries are producing at maximum capacity, then the unemployment rate will remain constant or decrease over time as new technologies are introduced. This theory has been used to explain why there have been periods of rapid economic growth and progress in countries such as Japan and Germany during the 19th century, and also in some developing countries today.",1
672,"Thorin Oakenshield is a fictional character in J. R. R. Tolkien's 1937 novel The Hobbit. Thorin is the leader of the Company of Dwarves who aim to reclaim the Lonely Mountain from Smaug the dragon.  He is the son of Thráin II, grandson of Thrór, and becomes King of Durin's Folk during their exile from Erebor. Thorin's background is further elaborated in Appendix A of Tolkien's 1955 novel The Return of the King, and in Unfinished Tales. Commentators have noted that Thorin is Old Norse both in name and character, being surly, illiberal, independent, proud, aristocratic, and like all Dwarves greedy for gold. Tolkien was a Roman Catholic; from a Christian perspective, Thorin exemplifies the deadly sin of avarice, but is able to free himself from it at the time of his death. This deathbed conversion has been compared to the moral transformation of Ebenezer Scrooge in Charles Dickens's A Christmas Carol.",0
227,"Sebastiane is a 1976 Latin-language British historical film directed by Derek Jarman and Paul Humfress and written by Jarman, Humfress and James Whaley. It portrays the events of the life of Saint Sebastian, including his iconic martyrdom by arrows. The film, which was aimed at a gay audience, was controversial for the homoeroticism portrayed between the soldiers and for having dialogue entirely in Latin. Plot
In the third century AD, Sebastian is a member of the Emperor Diocletian's personal guard. When he tries to intervene to stop one of the Emperor's catamites from being strangled by one of his bodyguards, Sebastian is exiled to a remote coastal garrison and reduced in rank to private. Although thought to be an early Christian, Sebastian is a worshipper of the Roman sun god Phoebus Apollo and sublimates his desire for his male companions into worship of his deity and pacifism. Both incense Severus, the commanding officer of the garrison, who becomes increasingly obsessed with Sebastian, tries to assault him, and ultimately presides over his summary execution for refusing to take up arms in defence of the Roman Empire. Justin, one of his comrades in arms, is also in love with Sebastian, albeit necessarily unrequited, but he forms a friendship with the stubborn celibate pacifist. Adrian and Anthony, two of Sebastian's fellow soldiers, are gay and in obvious love with one another.",0
1510," 1783) was a Scottish poet and writer, best known for his poem ""The Battle of the Nile"", which is one of the most famous poems in the English language. He was born in Edinburgh, Scotland, and studied at the University of Leipzig in Germany before returning to Scotland and becoming a teacher. His poetry often dealt with themes of love, war, and nature, and he was known for his use of vivid imagery and powerful language. In addition to ""The Battle of the Nile"", some of his other well-known works include ""To a Mouse"" and ""Weep You No More, Poor Cynara"".",1
